code,score,image_url,synopsis,show_titles,popularity,members,scored_by,type,rating,premiered,studios,genres
5034,7.33,https://cdn.myanimelist.net/images/anime/1125/105989.jpg,"A direct continuation of Shikabane Hime: Aka, taking place six months after Tagami Keisei's death at the hands of the Shichisei (Seven Stars), a group of elite Shikabane who act on more than just regrets. As per Keisei's dying wish, Kagami Ouri formed a temporary contract with Makina to save her from degenerating into a Shikabane. Since then, Ouri's been training to become a proper monk so that he can remain contracted to Makina and help her fight against the Shichisei -- the ones who originally killed Makina, the entire Hoshimura family, and now Keisei. However, the traitorous monk Shishidou Akasha has sided with the Shichisei in an attempt to destroy all Shikabane Hime and the entire monk organization that uses them -- Kougon Sect.",Shikabane Hime: Kuro;;Shikabane Hime Second Season,1789,66769,28688,TV,R - 17+ (violence & profanity),Winter 2009,Gainax;feel.,action;horror;supernatural;shounen
6676,7.32,https://cdn.myanimelist.net/images/anime/9/50897.jpg,"Following the first season, Tomoharu is now faced with a dilemma: if he doesn't form a contract with an ""akuma,"" he risks losing his dear friend Takatsuki. However, doing so would compromise his own existence as it would result in him and his ghost friend Misao becoming an Asura Cryin'—mankind's biggest threat, according to their school's presidents. To make the decision even harder, Tomoharu and Misao have recovered some of their past memories—memories of a world that they didn't even know existed.",Asura Cryin' 2,2019,55683,29269,TV,PG-13 - Teens 13 or older,Fall 2009,Seven Arcs,action;supernatural;mecha
807,7.33,https://cdn.myanimelist.net/images/anime/6/45953.jpg,"In their continuing journey to find the feathers that are the fragments of Sakura's lost memory, Syaoran, Kurogane, Fai, and Sakura move through time and space with Mokona. Here, they visit the ""Land of the Birdcage,"" a seemingly peaceful country where people and birds live together, each person having a bird companion. After a boy named Koruri confuses Syaoran and Sakura for ""bodyguards"" and attacks them, they learn that the king of the country possesses a mysterious power. Princess Tomoyo, Koruri, and the other oppressed citizens, having had their birds taken from them, live in hiding within the forest. In order to take back Sakura's feather, Syaoran and the others stand up against the scheming king. (Source: ANN)",Tsubasa Chronicle: Tori Kago no Kuni no Himegimi;;Tsubasa Chronicle the Movie: The Princess of the Country of Birdcages;;Tsubasa Chronicle: Princess of the Country of the Birdcages,2421,41227,21583,Movie,PG-13 - Teens 13 or older,Not available,Production I.G,action;adventure;fantasy;drama;shounen
944,7.33,https://cdn.myanimelist.net/images/anime/12/75545.jpg,"In the distant future, because of an interplanetary war that had continued on for centuries, civilizations were ruined. Human beings have lost everything, and only 1/5th of the population survived. A strange breed of humans, ''The Third'' is said to have appeared just after the war. They possess a third eye, as their name suggests, that appear as oval-shaped red pupils called ""space eyes'' over their conventional two eyes. Using them, they can control computer systems and so on, and as such, rule the world by their superior power over technology. In this world, there is a young woman named Honoka; she is a ""jack-of-all-trades"" sellsword, and she accepts any job except murder. One day, she happens to find and rescue a young man named Ikus in the desert. Entering his world, and accepting a job from him, the adventure begins for Honoka and Ikus. (Source: BestAnime, modified)",The Third: Aoi Hitomi no Shoujo;;The Third: The Girl with the Blue Eye,3665,18640,6682,TV,R - 17+ (violence & profanity),Spring 2006,Xebec,action;adventure;sci-fi;seinen
1426,7.33,https://cdn.myanimelist.net/images/anime/11/61587.jpg,"Lupin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice. (Source: ANN)",Lupin III: Part III;;Rupan Sansei: Part III;;Lupin Sansei: Part III,4120,14112,3981,TV,R+ - Mild Nudity,Spring 1984,Tokyo Movie Shinsha,action;adventure;comedy;seinen
35086,7.36,https://cdn.myanimelist.net/images/anime/1424/93321.jpg,"One year has passed after the great battle against the ""Orochi"" (gigantic snake). Tenka had been paralyzed from the final battle and he took part of the government's human experiment before the battle. Tenka withdrew himself from society, but his younger brothers, Soramaru and Chuutaro, find out the secret past about their older brother. (Source: Amazon Prime Video)","Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai;;Cloudy Laugh Gaiden;;Laughing Under the Clouds Gaiden",4733,10177,852,Movie,PG-13 - Teens 13 or older,Not available,Wit Studio,action;historical;supernatural
11757,7.29,https://cdn.myanimelist.net/images/anime/11/39717.jpg,"In the year 2022, virtual reality has progressed by leaps and bounds, and a massive online role-playing game called Sword Art Online (SAO) is launched. With the aid of ""NerveGear"" technology, players can control their avatars within the game using nothing but their own thoughts. Kazuto Kirigaya, nicknamed ""Kirito,"" is among the lucky few enthusiasts who get their hands on the first shipment of the game. He logs in to find himself, with ten-thousand others, in the scenic and elaborate world of Aincrad, one full of fantastic medieval weapons and gruesome monsters. However, in a cruel turn of events, the players soon realize they cannot log out; the game's creator has trapped them in his new world until they complete all one hundred levels of the game. In order to escape Aincrad, Kirito will now have to interact and cooperate with his fellow players. Some are allies, while others are foes, like Asuna Yuuki, who commands the leading group attempting to escape from the ruthless game. To make matters worse, Sword Art Online is not all fun and games: if they die in Aincrad, they die in real life. Kirito must adapt to his new reality, fight for his survival, and hopefully break free from his virtual hell. [Written by MAL Rewrite]",Sword Art Online;;S.A.O;;SAO,3,2037050,1406250,TV,PG-13 - Teens 13 or older,Summer 2012,A-1 Pictures,action;game;adventure;romance;fantasy
34281,7.3,https://cdn.myanimelist.net/images/anime/1189/93528.jpg,The fourth season of High School DxD.,High School DxD Hero;;High School DxD Season 4,459,281384,131930,TV,R+ - Mild Nudity,Spring 2018,Passione,action;comedy;demons;ecchi;harem;romance;school
2472,7.31,https://cdn.myanimelist.net/images/anime/6/79705.jpg,"A group of ninja is planning to revive a powerful demon, and once its spirit is reunited with its body, the world will be destroyed. The only way to prevent this from happening is for Shion, a shrine maiden, to seal it away for good. Naruto Uzumaki is tasked to guard her, but one thing stops Shion from accepting his help: she also has the ability to predict death—and she has foreseen his demise approaching soon. In order to escape his fate, Naruto must stay away from Shion; however, undeterred, he chooses to challenge the prophecy in order to protect Shion and the world. [Written by MAL Rewrite]",Naruto: Shippuuden Movie 1;;Naruto Shippuuden Movie;;Naruto Movie 4;;Gekijouban Naruto Shippuuden,690,195895,115668,Movie,PG-13 - Teens 13 or older,Not available,Studio Pierrot,action;adventure;comedy;fantasy;shounen
272,7.32,https://cdn.myanimelist.net/images/anime/1054/96577.jpg,"Noir—a name that strikes fear in the hearts of those who know the history behind the moniker. Long ago it was the code name of a very successful and feared assassin and now it is being used by two women who want answers to questions they have about their lives. The main character in this series is a highly skilled assassin named Mireille Bouquet who is based out of France. One day, she receives a mysterious email from a girl named Kirika. Following up on the message, Mireille goes to meet this girl and discovers that not only does the girl have no idea who she really is, but she also has no idea why she is so skilled at killing people and why she feels no remorse when she does. Realizing that their lives are linked somehow, Mireille and Kirika team up and begin traveling the world together as they seek out the answers to their shared histories, while avoiding the grip of an organization known as Les Soldats. Will the two find the answers they are looking for? And will that truth free them, or ruin them?",Noir,1423,91829,31897,TV,PG-13 - Teens 13 or older,Spring 2001,Bee Train,action;mystery;drama
1526,7.31,https://cdn.myanimelist.net/images/anime/6/79257.jpg,"This is the 8th Movie. In the town of Lohta, a festival is thrown praising ""Aaron the Wave Leader Hero"" who, according to the legend passed down through the town's generations, stopped a war centuries ago by using the power of ""the Tree of the World's Origin."" Satoshi and Pikachu participate in a battle to decide this year's hero and after their victory, they are chosen as the ""Wave Leader Hero."" A grand dance party is held in the castle to celebrate the victor, but suddenly the phantom Pokemon Mew appears and takes Pikachu. Soon afterwards, the Wave Leader Pokemon ""Lucario"" is freed from his centuries-long seal and meets Satoshi. Satoshi must solve the various mysteries of where Pikachu is, what Mew's after, what the secret of the legend of the Wave Leader is and how it ties in with Lucario's hidden past as he makes his way to ""the Tree of the World's Origin"" with Lucario. (Source: ANN)",Pokemon Movie 08: Mew to Hadou no Yuusha Lucario;;Gekijouban Pocket Monsters Advanced Generation: Myuu to Hadou no Yuusha Lucario;;Pokemon Movie 8,1536,83653,52519,Movie,PG - Children,Not available,OLM,action;adventure;kids;drama;fantasy
